time,ax,ay,az
0.00,0.0,0.25,0.0
0.01,0.006279051952931338,0.24996915812041515,0.06279051952931337
0.02,0.012533323356430426,0.2498766400914329,0.12533323356430426
0.03,0.01873813145857246,0.2497224687404925,0.1873813145857246
0.04,0.02486898871648548,0.2495066821070679,0.2486898871648548
0.05,0.03090169943749474,0.249229333433282,0.3090169943749474
0.06,0.03681245526846779,0.24889049115077,0.3681245526846779
0.07,0.04257792915650727,0.24849023886379493,0.4257792915650727
0.08,0.04817536741017153,0.24802867532861947,0.4817536741017153
0.09,0.05358267949789967,0.24750591442913938,0.5358267949789967
0.10,0.058778525229247314,0.24692208514878444,0.5877852522924731
0.11,0.06374239897486897,0.24627733153869347,0.6374239897486896
0.12,0.06845471059286887,0.24557181268217218,0.6845471059286886
0.13,0.07289686274214116,0.24480570265544144,0.7289686274214116
0.14,0.07705132427757894,0.24397919048468686,0.7705132427757893
0.15,0.08090169943749476,0.24309248009941914,0.8090169943749475
0.16,0.08443279255020152,0.24214579028215777,0.8443279255020151
0.17,0.08763066800438638,0.24113935461444952,0.8763066800438637
0.18,0.09048270524660196,0.24007342141923577,0.9048270524660196
0.19,0.09297764858882514,0.23894825369958253,0.9297764858882513
0.20,0.09510565162951536,0.23776412907378838,0.9510565162951535
0.21,0.09685831611286311,0.23652133970688632,0.9685831611286311
0.22,0.09822872507286887,0.23522019223855636,0.9822872507286886
0.23,0.0992114701314478,0.23386100770746684,0.9921147013144779
0.24,0.09980267284282716,0.23244412147206286,0.9980267284282716
0.25,0.1,0.23096988312782168,1.0
0.26,0.09980267284282716,0.22943865642099529,0.9980267284282716
0.27,0.09921147013144778,0.22785081915886132,0.9921147013144778
0.28,0.09822872507286887,0.22620676311650487,0.9822872507286886
0.29,0.09685831611286312,0.2245068939401539,0.9685831611286312
0.30,0.09510565162951537,0.22275163104709197,0.9510565162951536
0.31,0.09297764858882514,0.22094140752217337,0.9297764858882513
0.32,0.09048270524660196,0.2190766700109659,0.9048270524660195
0.33,0.08763066800438635,0.2171578786095478,0.8763066800438635
0.34,0.0844327925502015,0.2151855067509859,0.844327925502015
0.35,0.08090169943749476,0.21316004108852304,0.8090169943749475
0.36,0.07705132427757894,0.21108198137550377,0.7705132427757893
0.37,0.07289686274214115,0.20895184034206757,0.7289686274214114
0.38,0.06845471059286888,0.20677014356864046,0.6845471059286888
0.39,0.06374239897486898,0.20453742935625585,0.6374239897486899
0.40,0.05877852522924733,0.20225424859373686,0.5877852522924732
0.41,0.0535826794978997,0.19992116462177265,0.535826794978997
0.42,0.04817536741017156,0.1975387530939226,0.4817536741017156
0.43,0.042577929156507294,0.19510760183458245,0.4257792915650729
0.44,0.03681245526846782,0.1926283106939473,0.36812455268467814
0.45,0.030901699437494753,0.19010149140000773,0.3090169943749475
0.46,0.024868988716485484,0.1875277674076149,0.24868988716485482
0.47,0.0187381314585725,0.18490777374465245,0.18738131458572502
0.48,0.012533323356430454,0.1822421568553529,0.12533323356430454
0.49,0.006279051952931359,0.1795315744407972,0.06279051952931358
0.50,1.2246467991473533e-17,0.1767766952966369,1.2246467991473532e-16
0.51,-0.006279051952931335,0.17397819914807858,-0.06279051952931335
0.52,-0.01253332335643043,0.17113677648217215,-0.12533323356430429
0.53,-0.018738131458572477,0.16825312837744333,-0.18738131458572477
0.54,-0.024868988716485504,0.16532796633091296,-0.24868988716485502
0.55,-0.030901699437494774,0.1623620120825459,-0.30901699437494773
0.56,-0.03681245526846783,0.1593559974371724,-0.3681245526846783
0.57,-0.04257792915650723,0.15631066408392633,-0.42577929156507227
0.58,-0.048175367410171505,0.15322676341324415,-0.481753674101715
0.59,-0.053582679497899646,0.15010505633147103,-0.5358267949789964
0.60,-0.05877852522924731,0.14694631307311828,-0.587785252292473
0.61,-0.06374239897486897,0.14375131301081964,-0.6374239897486896
0.62,-0.06845471059286888,0.14052084446303265,-0.6845471059286887
0.63,-0.07289686274214113,0.13725570449953295,-0.7289686274214113
0.64,-0.07705132427757894,0.13395669874474914,-0.7705132427757894
0.65,-0.08090169943749474,0.13062464117898723,-0.8090169943749473
0.66,-0.08443279255020153,0.1272603539375928,-0.8443279255020153
0.67,-0.08763066800438636,0.12386466710810189,-0.8763066800438636
0.68,-0.09048270524660199,0.12043841852542879,-0.9048270524660198
0.69,-0.09297764858882512,0.11698245356514338,-0.9297764858882511
0.70,-0.09510565162951536,0.1134976249348867,-0.9510565162951535
0.71,-0.09685831611286311,0.10998479246397881,-0.968583161128631
0.72,-0.09822872507286888,0.10644482289126816,-0.9822872507286887
0.73,-0.09921147013144778,0.10287858965127722,-0.9921147013144778
0.74,-0.09980267284282716,0.09928697265869514,-0.9980267284282716
0.75,-0.1,0.09567085809127246,-1.0
0.76,-0.09980267284282716,0.09203113817116952,-0.9980267284282716
0.77,-0.0992114701314478,0.08836871094481429,-0.9921147013144779
0.78,-0.09822872507286888,0.08468448006132287,-0.9822872507286887
0.79,-0.09685831611286311,0.08097935454953735,-0.9685831611286311
0.80,-0.09510565162951537,0.07725424859373686,-0.9510565162951536
0.81,-0.09297764858882512,0.07351008130807597,-0.9297764858882512
0.82,-0.090482705246602,0.06974777650980737,-0.9048270524660199
0.83,-0.08763066800438639,0.06596826249134324,-0.8763066800438638
0.84,-0.08443279255020156,0.06217247179121374,-0.8443279255020155
0.85,-0.08090169943749476,0.05836134096397637,-0.8090169943749476
0.86,-0.07705132427757896,0.054535810349135676,-0.7705132427757896
0.87,-0.07289686274214116,0.05069682383912812,-0.7289686274214116
0.88,-0.0684547105928689,0.046845328646431185,-0.684547105928689
0.89,-0.06374239897486897,0.04298227506985238,-0.6374239897486896
0.90,-0.05877852522924734,0.03910861626005773,-0.5877852522924734
0.91,-0.05358267949789963,0.035225307984395646,-0.5358267949789963
0.92,-0.04817536741017153,0.031333308391076065,-0.4817536741017153
0.93,-0.042577929156507224,0.027433577772761286,-0.4257792915650722
0.94,-0.036812455268467874,0.023527078329628626,-0.3681245526846787
0.95,-0.030901699437494764,0.01961477393196125,-0.3090169943749476
0.96,-0.024868988716485536,0.01569762988232838,-0.24868988716485535
0.97,-0.01873813145857247,0.01177661267741067,-0.18738131458572468
0.98,-0.012533323356430466,0.007852689769532099,-0.12533323356430465
0.99,-0.006279051952931327,0.003926829327955162,-0.06279051952931326
1.00,-2.4492935982947065e-17,1.5308084989341915e-17,-2.4492935982947064e-16
1.01,0.006279051952931278,-0.0039268293279551315,0.06279051952931278
1.02,0.012533323356430419,-0.00785268976953207,0.12533323356430418
1.03,0.01873813145857242,-0.011776612677410639,0.1873813145857242
1.04,0.02486898871648549,-0.01569762988232835,0.24868988716485488
1.05,0.03090169943749472,-0.01961477393196122,0.3090169943749472
1.06,0.03681245526846782,-0.023527078329628595,0.3681245526846782
1.07,0.04257792915650726,-0.02743357777276131,0.42577929156507255
1.08,0.04817536741017157,-0.03133330839107609,0.48175367410171566
1.09,0.05358267949789967,-0.03522530798439567,0.5358267949789967
1.10,0.05877852522924736,-0.03910861626005776,0.5877852522924736
1.11,0.06374239897486898,-0.0429822750698524,0.6374239897486899
1.12,0.06845471059286894,-0.046845328646431206,0.6845471059286893
1.13,0.07289686274214106,-0.05069682383912804,0.7289686274214106
1.14,0.07705132427757888,-0.054535810349135586,0.7705132427757887
1.15,0.08090169943749469,-0.05836134096397628,0.8090169943749468
1.16,0.08443279255020147,-0.06217247179121366,0.8443279255020147
1.17,0.08763066800438632,-0.06596826249134316,0.8763066800438631
1.18,0.09048270524660194,-0.06974777650980729,0.9048270524660194
1.19,0.09297764858882512,-0.07351008130807594,0.9297764858882511
1.20,0.09510565162951536,-0.07725424859373684,0.9510565162951535
1.21,0.09685831611286311,-0.08097935454953732,0.968583161128631
1.22,0.09822872507286887,-0.08468448006132284,0.9822872507286886
1.23,0.09921147013144778,-0.08836871094481426,0.9921147013144778
1.24,0.09980267284282716,-0.0920311381711695,0.9980267284282716
1.25,0.1,-0.09567085809127243,1.0
1.26,0.09980267284282716,-0.09928697265869511,0.9980267284282716
1.27,0.0992114701314478,-0.10287858965127719,0.9921147013144779
